project,risk,status,compliance,report_count,has_schedule,scope,office,month,year,day,risk_previous1,risk_previous2,risk_previous3,project_risk_likelihood,estimated_days_finish,report_word_count,poa_word_count,manager_risk_likelihood,manager_project_count
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,1.0,tramitando para contratação,0.9879,32,1,Corporativo,Corporativo,3,2015,17.13932980599647,0,0,0,0.014285714285714285,206.8941798941799,67.0,2.0,0.02127659574468085,1
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,1.0,tramitando para contratação,0.9879,32,1,Corporativo,Corporativo,4,2015,6.0,1,0,0,0.024096385542168676,269.0,65.0,2.0,0.03333333333333333,1
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,1.0,tramitando para contratação,0.9879,32,1,Corporativo,Corporativo,5,2015,11.0,1,1,0,0.030927835051546393,234.0,89.0,2.0,0.04054054054054054,1
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,6,2015,29.0,1,1,1,0.036036036036036036,185.0,31.0,57.0,0.045454545454545456,3
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,6,2015,1.0,1,1,1,0.036036036036036036,213.0,35.0,30.0,0.045454545454545456,3
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,não iniciado,1.0,8,1,Estruturante,CENIN,6,2015,17.13932980599647,0,0,0,0.009009009009009009,206.8941798941799,66.3482280431433,24.486902927580893,0.045454545454545456,3
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,1.0,em andamento,0.9879,32,1,Corporativo,Corporativo,7,2015,31.0,0,0,0,0.036036036036036036,153.0,30.0,37.0,0.045454545454545456,2
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,não iniciado,1.0,8,1,Estruturante,CENIN,7,2015,17.13932980599647,0,0,0,0.009009009009009009,206.8941798941799,66.3482280431433,24.486902927580893,0.045454545454545456,2
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,8,2015,31.0,1,0,0,0.04132231404958678,182.0,16.0,37.0,0.05102040816326531,2
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,em andamento,1.0,8,1,Estruturante,CENIN,8,2015,31.0,0,0,0,0.008264462809917356,179.0,66.3482280431433,24.486902927580893,0.05102040816326531,2
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,1.0,em andamento,0.9879,32,1,Corporativo,Corporativo,9,2015,30.0,0,0,0,0.03731343283582089,152.0,53.0,19.0,0.04504504504504504,2
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,em andamento,1.0,8,1,Estruturante,CENIN,9,2015,30.0,0,0,0,0.007462686567164179,149.0,66.3482280431433,24.486902927580893,0.04504504504504504,2
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,10,2015,29.0,1,0,0,0.0375,123.0,32.0,1.0,0.043795620437956206,2
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,tramitando para contratação,1.0,8,1,Estruturante,CENIN,10,2015,29.0,0,0,0,0.00625,120.0,66.3482280431433,24.486902927580893,0.043795620437956206,2
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,11,2015,30.0,0,0,0,0.03260869565217391,91.0,41.0,11.0,0.037267080745341616,2
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,tramitando para contratação,1.0,8,1,Estruturante,CENIN,11,2015,30.0,0,0,0,0.005434782608695652,88.0,66.3482280431433,24.486902927580893,0.037267080745341616,2
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,1.0,em andamento,0.9879,32,1,Corporativo,Corporativo,12,2015,17.13932980599647,0,0,0,0.028985507246376812,206.8941798941799,32.0,1.0,0.03260869565217391,2
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,em andamento,1.0,8,1,Estruturante,CENIN,12,2015,17.13932980599647,0,0,0,0.004830917874396135,206.8941798941799,66.3482280431433,24.486902927580893,0.03260869565217391,2
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,1,2016,11.0,1,0,0,0.03125,64.0,44.0,31.0,0.03482587064676617,3
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,em andamento,1.0,8,1,Estruturante,CENIN,1,2016,29.0,0,0,0,0.004464285714285714,28.0,66.3482280431433,24.486902927580893,0.03482587064676617,3
ea6a386b2f8dd54cacba52160fada7072e9f935a,0.0,em andamento,1.0,8,1,Estruturante,CENIN,1,2016,11.0,0,0,0,0.004464285714285714,46.0,66.3482280431433,24.486902927580893,0.03482587064676617,3
d4a12fad3a1553d1aa8d945c6d8c46e4b733ae5e,0.0,em andamento,0.9879,32,1,Corporativo,Corporativo,2,2016,1.0,0,0,0,0.03017241379310345,43.0,50.0,70.0,0.03349282296650718,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,3,2015,27.0,0,0,0,0.014285714285714285,-239.0,57.0,25.0,0.02127659574468085,2
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,3,2015,2.0,0,0,0,0.014285714285714285,-214.0,33.0,20.0,0.02127659574468085,2
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,4,2015,17.13932980599647,0,0,0,0.03614457831325301,206.8941798941799,1172.0,92.0,0.05,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,5,2015,27.0,1,0,0,0.041237113402061855,-300.0,962.0,64.0,0.05405405405405406,2
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,5,2015,4.0,1,0,0,0.041237113402061855,-277.0,923.0,64.0,0.05405405405405406,2
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,em andamento,0.693,10,1,Corporativo,Corporativo,6,2015,17.13932980599647,0,0,0,0.05405405405405406,206.8941798941799,907.0,118.0,0.06818181818181818,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,7,2015,17.13932980599647,0,0,0,0.05405405405405406,206.8941798941799,868.0,92.0,0.06818181818181818,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,em andamento,0.693,10,1,Corporativo,Corporativo,8,2015,17.13932980599647,1,0,0,0.05785123966942149,206.8941798941799,123.0,175.0,0.07142857142857142,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,em andamento,0.693,10,1,Corporativo,Corporativo,9,2015,17.13932980599647,0,0,0,0.05223880597014925,206.8941798941799,477.0,118.0,0.06306306306306306,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,10,2015,17.13932980599647,0,0,0,0.04375,206.8941798941799,464.0,133.0,0.051094890510948905,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,sem relatório,0.693,10,1,Corporativo,Corporativo,11,2015,17.13932980599647,0,0,0,0.03804347826086957,206.8941798941799,530.0,127.0,0.043478260869565216,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,12,2015,17.13932980599647,1,0,0,0.03864734299516908,206.8941798941799,436.0,56.0,0.043478260869565216,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,1,2016,17.13932980599647,0,0,0,0.03571428571428571,206.8941798941799,399.0,57.0,0.03980099502487562,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,2,2016,17.13932980599647,0,0,0,0.034482758620689655,206.8941798941799,371.0,48.0,0.03827751196172249,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,1.0,em andamento,0.693,10,1,Corporativo,Corporativo,3,2016,17.0,0,0,0,0.03319502074688797,-595.0,426.0,107.0,0.03669724770642202,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,4,2016,17.13932980599647,1,0,0,0.03435114503816794,206.8941798941799,186.0,157.0,0.03765690376569038,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,5,2016,17.13932980599647,0,0,0,0.033210332103321034,206.8941798941799,475.0,34.0,0.036290322580645164,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,6,2016,17.13932980599647,0,0,0,0.03214285714285714,206.8941798941799,375.0,34.0,0.03501945525291829,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,0.0,sem relatório,0.693,10,1,Corporativo,Corporativo,7,2016,17.13932980599647,0,0,0,0.0313588850174216,206.8941798941799,73.0,30.0,0.03409090909090909,1
dfee5d9e3a859b573a8e93566d3b097aeb64dbea,-1.0,sem relatório,0.693,10,1,Corporativo,Corporativo,8,2016,17.13932980599647,0,0,0,0.030612244897959183,206.8941798941799,37.0,30.0,0.033210332103321034,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,3,2015,3.0,0,0,0,0.014285714285714285,272.0,141.0,131.0,0.02127659574468085,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,4,2015,6.0,1,0,0,0.024096385542168676,238.0,24.0,63.0,0.03333333333333333,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,5,2015,8.0,1,1,0,0.030927835051546393,206.0,57.0,81.0,0.04054054054054054,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,sem relatório,0.9333,35,1,Corporativo,Corporativo,6,2015,3.0,1,1,1,0.036036036036036036,180.0,166.0,63.0,0.045454545454545456,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,7,2015,17.13932980599647,0,0,0,0.036036036036036036,206.8941798941799,188.0,107.0,0.045454545454545456,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,8,2015,19.0,1,0,0,0.04132231404958678,103.0,19.0,1.0,0.05102040816326531,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,9,2015,30.0,1,1,0,0.04477611940298507,61.0,19.0,1.0,0.05405405405405406,2
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,9,2015,10.0,1,1,0,0.04477611940298507,81.0,19.0,1.0,0.05405405405405406,2
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,sem relatório,0.9333,35,1,Corporativo,Corporativo,10,2015,17.13932980599647,0,0,0,0.05,206.8941798941799,19.0,1.0,0.058394160583941604,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,11,2015,19.0,1,0,0,0.04891304347826087,11.0,13.0,15.0,0.055900621118012424,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,12,2015,23.0,1,1,0,0.04830917874396135,-23.0,12.0,1.0,0.05434782608695652,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,1,2016,17.13932980599647,1,1,1,0.049107142857142856,206.8941798941799,2.0,153.0,0.05472636815920398,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,sem relatório,0.9333,35,1,Corporativo,Corporativo,2,2016,17.13932980599647,0,0,0,0.04741379310344827,206.8941798941799,50.0,1.0,0.05263157894736842,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,3,2016,17.13932980599647,0,0,0,0.04564315352697095,206.8941798941799,6.0,1.0,0.05045871559633028,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,4,2016,13.0,0,0,0,0.04198473282442748,-135.0,28.0,1.0,0.04602510460251046,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,5,2016,30.0,0,0,0,0.04059040590405904,-182.0,13.0,1.0,0.04435483870967742,2
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,5,2016,2.0,0,0,0,0.04059040590405904,-154.0,18.0,1.0,0.04435483870967742,2
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,6,2016,17.13932980599647,0,0,0,0.039285714285714285,206.8941798941799,26.0,202.0,0.042801556420233464,1
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,7,2016,18.0,0,0,0,0.03832752613240418,347.0,25.0,1.0,0.041666666666666664,2
f66a2bbd9b6275032795857c00369bb1022b7b3d,0.0,em andamento,0.9333,35,1,Corporativo,Corporativo,7,2016,4.0,0,0,0,0.03832752613240418,-217.0,14.0,1.0,0.041666666666666664,2
f66a2bbd9b6275032795857c00369bb1022b7b3d,-1.0,em andamento,0.9333,35,1,Corporativo,Corporativo,8,2016,26.0,0,0,0,0.03741496598639456,-270.0,21.0,60.0,0.04059040590405904,1
3d535441f5ba7bafe9b0bbbe7db29b13d1564f86,0.0,em andamento,0.6429,5,1,Corporativo,Corporativo,3,2015,26.0,0,0,0,0.014285714285714285,-54.0,77.0,1.0,0.02127659574468085,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,3,2015,17.13932980599647,0,0,0,0.014285714285714285,206.8941798941799,136.0,76.0,0.02127659574468085,2
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,1.0,atrasado,0.9707,38,1,Corporativo,Corporativo,3,2015,4.0,0,0,0,0.014285714285714285,397.0,14.0,1.0,0.02127659574468085,3
08a0023454340a5e8d4547f7a1d2a32fa616bb4a,0.0,em andamento,0.7,15,1,Setorial,SECOM,3,2015,4.0,0,0,0,0.014285714285714285,2.0,19.0,1.0,0.02127659574468085,3
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,3,2015,17.13932980599647,0,0,0,0.014285714285714285,206.8941798941799,51.0,45.0,0.02127659574468085,3
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,1.0,atrasado,0.9707,38,1,Corporativo,Corporativo,4,2015,6.0,1,0,0,0.024096385542168676,364.0,9.0,1.0,0.03333333333333333,3
08a0023454340a5e8d4547f7a1d2a32fa616bb4a,0.0,em andamento,0.7,15,1,Setorial,SECOM,4,2015,6.0,0,0,0,0.012048192771084338,0.0,21.0,1.0,0.03333333333333333,3
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,sem relatório,0.8353,10,1,Estruturante,CENIN,4,2015,17.13932980599647,0,0,0,0.012048192771084338,206.8941798941799,105.0,46.0,0.03333333333333333,3
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,tramitando para contratação,0.9707,38,1,Corporativo,Corporativo,5,2015,4.0,1,1,0,0.030927835051546393,336.0,18.0,1.0,0.04054054054054054,3
08a0023454340a5e8d4547f7a1d2a32fa616bb4a,0.0,em andamento,0.7,15,1,Setorial,SECOM,5,2015,4.0,0,0,0,0.010309278350515464,-21.0,21.0,1.0,0.04054054054054054,3
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,5,2015,17.13932980599647,0,0,0,0.010309278350515464,206.8941798941799,49.0,61.0,0.04054054054054054,3
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,tramitando para contratação,0.9707,38,1,Corporativo,Corporativo,6,2015,30.0,0,0,0,0.02702702702702703,279.0,11.0,1.0,0.03409090909090909,4
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,tramitando para contratação,0.9707,38,1,Corporativo,Corporativo,6,2015,1.0,0,0,0,0.02702702702702703,308.0,90.0,52.0,0.03409090909090909,4
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,6,2015,30.0,0,0,0,0.009009009009009009,123.0,61.0,101.0,0.03409090909090909,4
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,6,2015,1.0,0,0,0,0.009009009009009009,152.0,42.0,100.0,0.03409090909090909,4
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,7,2015,17.13932980599647,0,0,0,0.02702702702702703,206.8941798941799,61.0,113.0,0.03409090909090909,2
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,7,2015,17.13932980599647,0,0,0,0.009009009009009009,206.8941798941799,59.0,100.0,0.03409090909090909,2
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,tramitando para contratação,0.9707,38,1,Corporativo,Corporativo,8,2015,31.0,0,0,0,0.024793388429752067,217.0,52.0,1.0,0.030612244897959183,4
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,tramitando para contratação,0.9707,38,1,Corporativo,Corporativo,8,2015,3.0,0,0,0,0.024793388429752067,245.0,17.0,1.0,0.030612244897959183,4
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,8,2015,31.0,0,0,0,0.008264462809917356,61.0,187.0,38.0,0.030612244897959183,4
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,em andamento,0.8353,10,1,Estruturante,CENIN,8,2015,3.0,0,0,0,0.008264462809917356,89.0,152.0,51.0,0.030612244897959183,4
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,1.0,em andamento,0.9707,38,1,Corporativo,Corporativo,9,2015,30.0,0,0,0,0.022388059701492536,187.0,58.0,1.0,0.02702702702702703,2
08646e88aa53ccceb4227c03940f8432b9c76f50,1.0,em andamento,0.8353,10,1,Estruturante,CENIN,9,2015,30.0,0,0,0,0.007462686567164179,31.0,23.0,8.0,0.02702702702702703,2
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,10,2015,17.13932980599647,1,0,0,0.025,206.8941798941799,23.0,1.0,0.0364963503649635,2
08646e88aa53ccceb4227c03940f8432b9c76f50,1.0,dependência externa,0.8353,10,1,Estruturante,CENIN,10,2015,17.13932980599647,1,0,0,0.0125,206.8941798941799,175.0,1.0,0.0364963503649635,2
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,11,2015,30.0,0,0,0,0.021739130434782608,126.0,25.0,28.0,0.037267080745341616,4
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,11,2015,3.0,0,0,0,0.021739130434782608,153.0,68.0,1.0,0.037267080745341616,4
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,dependência externa,0.8353,10,1,Estruturante,CENIN,11,2015,30.0,1,1,0,0.016304347826086956,-30.0,104.0,52.0,0.037267080745341616,4
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,dependência externa,0.8353,10,1,Estruturante,CENIN,11,2015,3.0,1,1,0,0.016304347826086956,-3.0,127.0,1.0,0.037267080745341616,4
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,12,2015,17.13932980599647,0,0,0,0.01932367149758454,206.8941798941799,93.0,11.0,0.03260869565217391,2
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,dependência externa,0.8353,10,1,Estruturante,CENIN,12,2015,17.13932980599647,0,0,0,0.014492753623188406,206.8941798941799,80.0,16.0,0.03260869565217391,2
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,1,2016,7.0,0,0,0,0.017857142857142856,88.0,24.0,28.0,0.029850746268656716,2
08646e88aa53ccceb4227c03940f8432b9c76f50,0.0,dependência externa,0.8353,10,1,Estruturante,CENIN,1,2016,7.0,0,0,0,0.013392857142857142,-68.0,89.0,10.0,0.029850746268656716,2
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,2,2016,2.0,0,0,0,0.017241379310344827,62.0,37.0,2.0,0.028708133971291867,1
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,1.0,em andamento,0.9707,38,1,Corporativo,Corporativo,3,2016,3.0,0,0,0,0.016597510373443983,32.0,44.0,35.0,0.027522935779816515,1
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,sem relatório,0.9707,38,1,Corporativo,Corporativo,4,2016,4.0,1,0,0,0.019083969465648856,0.0,15.0,7.0,0.029288702928870293,1
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,5,2016,10.0,0,0,0,0.01845018450184502,-36.0,29.0,37.0,0.028225806451612902,1
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,6,2016,10.0,0,0,0,0.017857142857142856,-67.0,29.0,32.0,0.027237354085603113,1
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,0.0,em andamento,0.9707,38,1,Corporativo,Corporativo,7,2016,1.0,0,0,0,0.017421602787456445,-88.0,25.0,39.0,0.026515151515151516,1
5e0e0e72111bcbd0c9690a0fcfcd5f4aba0de007,-1.0,sem relatório,0.9707,38,1,Corporativo,Corporativo,8,2016,17.0,0,0,0,0.017006802721088437,-135.0,41.0,27.0,0.025830258302583026,1
09e830da43f91903ca402c2a53d802c0ca911116,1.0,em andamento,0.8143,15,1,Corporativo,CENIN,3,2015,17.13932980599647,0,0,0,0.014285714285714285,206.8941798941799,80.0,22.0,0.02127659574468085,2
467afedc1fef1f64b438e34b3359a5678924b975,0.0,em andamento,1.0,12,1,Estruturante,CENIN,3,2015,30.0,0,0,0,0.014285714285714285,35.0,25.0,44.0,0.02127659574468085,2
09e830da43f91903ca402c2a53d802c0ca911116,0.0,sem relatório,0.8143,15,1,Corporativo,CENIN,4,2015,6.0,1,0,0,0.024096385542168676,-66.0,34.0,4.0,0.03333333333333333,2
467afedc1fef1f64b438e34b3359a5678924b975,0.0,sem relatório,1.0,12,1,Estruturante,CENIN,4,2015,17.13932980599647,0,0,0,0.012048192771084338,206.8941798941799,28.0,4.0,0.03333333333333333,2
09e830da43f91903ca402c2a53d802c0ca911116,1.0,em andamento,0.8143,15,1,Corporativo,CENIN,5,2015,17.13932980599647,0,0,0,0.020618556701030927,206.8941798941799,104.0,1.0,0.02702702702702703,2
467afedc1fef1f64b438e34b3359a5678924b975,0.0,sem relatório,1.0,12,1,Estruturante,CENIN,5,2015,17.13932980599647,0,0,0,0.010309278350515464,206.8941798941799,44.0,1.0,0.02702702702702703,2
09e830da43f91903ca402c2a53d802c0ca911116,0.0,sem relatório,0.8143,15,1,Corporativo,CENIN,6,2015,2.0,1,0,0,0.02702702702702703,-123.0,174.0,66.0,0.03409090909090909,1
09e830da43f91903ca402c2a53d802c0ca911116,1.0,em andamento,0.8143,15,1,Corporativo,CENIN,7,2015,17.13932980599647,0,0,0,0.02702702702702703,206.8941798941799,174.0,66.0,0.03409090909090909,1
09e830da43f91903ca402c2a53d802c0ca911116,1.0,em andamento,0.8143,15,1,Corporativo,CENIN,8,2015,12.0,1,0,0,0.03305785123966942,-194.0,170.0,77.0,0.04081632653061224,1
09e830da43f91903ca402c2a53d802c0ca911116,1.0,sem relatório,0.8143,15,1,Corporativo,CENIN,9,2015,4.0,1,1,0,0.03731343283582089,-217.0,137.0,76.0,0.04504504504504504,1
09e830da43f91903ca402c2a53d802c0ca911116,1.0,em andamento,0.8143,15,1,Corporativo,CENIN,10,2015,27.0,1,1,1,0.0375,-270.0,136.0,76.0,0.043795620437956206,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,4,2015,17.13932980599647,0,0,0,0.012048192771084338,206.8941798941799,87.0,77.0,0.016666666666666666,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,5,2015,27.0,0,0,0,0.010309278350515464,278.0,55.0,1.0,0.013513513513513514,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,sem relatório,1.0,15,1,Corporativo,CENIN,6,2015,17.13932980599647,0,0,0,0.009009009009009009,206.8941798941799,69.0,1.0,0.011363636363636364,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,7,2015,31.0,0,0,0,0.009009009009009009,213.0,41.0,30.0,0.011363636363636364,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,7,2015,13.0,0,0,0,0.009009009009009009,231.0,11.0,14.0,0.011363636363636364,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,8,2015,17.13932980599647,0,0,0,0.008264462809917356,206.8941798941799,17.0,23.0,0.01020408163265306,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,9,2015,2.0,0,0,0,0.007462686567164179,37.0,56.0,55.0,0.009009009009009009,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,1.0,em andamento,1.0,15,1,Corporativo,CENIN,10,2015,28.0,0,0,0,0.00625,124.0,64.0,28.0,0.0072992700729927005,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,1.0,em andamento,1.0,15,1,Corporativo,CENIN,10,2015,9.0,0,0,0,0.00625,7.0,39.0,16.0,0.0072992700729927005,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,11,2015,17.13932980599647,0,0,0,0.016304347826086956,206.8941798941799,17.0,1.0,0.018633540372670808,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,12,2015,23.0,0,0,0,0.014492753623188406,68.0,50.0,1.0,0.016304347826086956,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,12,2015,8.0,0,0,0,0.014492753623188406,83.0,44.0,1.0,0.016304347826086956,2
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,em andamento,1.0,15,1,Corporativo,CENIN,1,2016,17.13932980599647,0,0,0,0.013392857142857142,206.8941798941799,39.0,1.0,0.014925373134328358,1
1395cc5ad0c7326c680605675679aa8abc1d8ac9,0.0,sem relatório,1.0,15,1,Corporativo,CENIN,2,2016,4.0,0,0,0,0.01293103448275862,102.0,111.0,1.0,0.014354066985645933,1
